Var1,Var2,Corr_Mean,Corr_Std,Corr_Min,Corr_Max,Cov_Mean,Cov_Std,Cov_Min,Cov_Max
d_UST10Y,dlog_COPPER,0.006726398548471904,0.0773335797562243,-0.2960627646067013,0.2022493263675498,0.03978047279235207,0.8578253442321978,-3.89088141322882,3.0408703811220663
d_UST10Y,dlog_DXY,0.31089139463800214,0.10535876000786908,-0.04864429399341115,0.5565209843522054,0.8534882969308776,0.523464765142568,-0.16479574414488452,3.5056605256494113
d_UST10Y,dlog_SOLVPN,-0.2221744597871023,0.10591861295912298,-0.49624910378776943,0.07431452703912056,-1.7124548065817087,1.3169962845485845,-9.874377829801652,0.765406354779663
d_UST10Y,dlog_VIX,0.0038405938470401583,0.1125056797629159,-0.2859041978327467,0.24031409604582987,0.12204706727005053,5.942012823855354,-33.77792988757517,35.88384913905601
dlog_COPPER,d_UST10Y,0.006726398548471904,0.0773335797562243,-0.2960627646067013,0.2022493263675498,0.03978047279235207,0.8578253442321978,-3.8908814132288194,3.0408703811220663
dlog_COPPER,dlog_DXY,-0.3537568579249671,0.08270855809485005,-0.5973892367520794,-0.046618857796752,-0.26242903704285997,0.13011211394819505,-0.9463264035844658,-0.04477191945514074
dlog_COPPER,dlog_SOLVPN,0.2317048803261872,0.07372164478839284,0.03509073891332939,0.47544369849999724,0.4861812710771291,0.27620537307786813,0.058781018746602125,2.5783582904276
dlog_COPPER,dlog_VIX,-0.23282442188649366,0.07595325572235426,-0.44734331499383895,0.01535377555140613,-3.0196867405469097,2.1649681114632022,-26.294025041991606,0.3241452541359878
dlog_DXY,d_UST10Y,0.31089139463800214,0.10535876000786908,-0.04864429399341115,0.5565209843522054,0.8534882969308776,0.5234647651425681,-0.16479574414488452,3.5056605256494113
dlog_DXY,dlog_COPPER,-0.3537568579249671,0.08270855809485005,-0.5973892367520794,-0.046618857796752,-0.26242903704285997,0.13011211394819505,-0.9463264035844656,-0.04477191945514074
dlog_DXY,dlog_SOLVPN,-0.28579517666956344,0.0897122997177252,-0.5345277146438681,-0.0646844894172522,-0.16323914796001782,0.1148054769132296,-0.9667216188381779,-0.03694150746469409
dlog_DXY,dlog_VIX,0.17159191678256963,0.10723372575286971,-0.22558713030659933,0.3723434139517253,0.5229724593075524,0.47138534496251455,-1.9717932449663176,2.9281558219541535
dlog_SOLVPN,d_UST10Y,-0.2221744597871023,0.10591861295912298,-0.49624910378776943,0.07431452703912056,-1.7124548065817087,1.3169962845485848,-9.874377829801652,0.765406354779663
dlog_SOLVPN,dlog_COPPER,0.2317048803261872,0.07372164478839284,0.03509073891332939,0.47544369849999724,0.4861812710771291,0.27620537307786813,0.05878101874660212,2.5783582904276
dlog_SOLVPN,dlog_DXY,-0.28579517666956344,0.0897122997177252,-0.5345277146438681,-0.0646844894172522,-0.16323914796001782,0.1148054769132296,-0.9667216188381779,-0.03694150746469409
dlog_SOLVPN,dlog_VIX,-0.5267616050471413,0.06323178763577582,-0.6675276569369376,-0.26285214138451973,-4.85968290116266,2.4367055021046724,-32.720045710092094,-2.046558508125655
dlog_VIX,d_UST10Y,0.0038405938470401583,0.1125056797629159,-0.2859041978327467,0.24031409604582987,0.12204706727005057,5.942012823855354,-33.77792988757517,35.88384913905601
dlog_VIX,dlog_COPPER,-0.23282442188649366,0.07595325572235426,-0.44734331499383895,0.01535377555140613,-3.0196867405469097,2.1649681114632022,-26.294025041991606,0.32414525413598777
dlog_VIX,dlog_DXY,0.17159191678256963,0.10723372575286971,-0.22558713030659933,0.3723434139517253,0.5229724593075524,0.47138534496251455,-1.9717932449663178,2.9281558219541535
dlog_VIX,dlog_SOLVPN,-0.5267616050471413,0.06323178763577582,-0.6675276569369376,-0.26285214138451973,-4.85968290116266,2.4367055021046724,-32.720045710092094,-2.046558508125655
